question,answer,passage
디온 샌더스는 야구와 축구를 동시에 연주했다,True,"1992년 시즌 전공 최고의 한 해 동안 팀에서 0.304타를 기록하며 26루를 빼앗았고, 97경기에서 14개의 트리플로 NL을 이끌었다. 그는 1989시즌 동안 메이저리그 홈런을 치고 같은 주 NFL에서 터치다운을 기록했는데, 이는 역대 유일한 선수다. 샌더스 역시 슈퍼볼과 월드시리즈 모두 출전하는 남자가 유일하다. 데이온과 보 잭슨은 당시 예비 다수 스포츠 선수였지만 1990시즌을 앞두고 프로 경기에서 서로를 향해 16강 진출을 한 적이 없었다. 그것은 1990년 잭슨과 샌더스가 다섯 차례 다이아몬드에서 만난 것으로 바뀌었는데, 이 중 가장 기억에 남는 것은 7월 17일 '보와 프라임 타임쇼'로 구워진 것이다. 보 잭슨의 3홈런 밤 이후 샌더스는 ""유니폼을 입은 적이 없는 최고의 선수 중 한 명""이라고 말했다."
포르토 리코에 해군 기지가 있다,True,루스벨트 해군역은 푸에르토 리코 세이바 마을에 있는 미국 해군기지 출신이다. 이 부지는 오늘날 공공용 공항인 조세 압포테 드 로 토레 공항으로 운영된다.
그 영화 하드볼에서 마이클 보르단이었다,True,"조던은 애초 모델의 스포츠용품과 토이즈 'R' Us 등 여러 기업과 브랜드의 어린이 모델로 활동하다가 배우로서의 경력에 착수하기로 결정했다. 그는 1999년 TV 시리즈 코스비와 더 소프라노스의 단편 에피소드에 잠시 출연해 프로 배우로서의 활동을 시작했다. 그의 첫 주연작 역할은 2001년 게누 리브스가 출연한 하드볼에서 이어졌다. 그는 2002년 HBO 더 와이어 첫 시즌 월레스의 작지만 중추적인 역할을 맡아 더욱 주목을 받았다. 그는 2003년 3월 곤경에 처한 십대 청소년 차드 위크 보세만을 교체하는 모든 마이 어린이들의 캐스팅에 합류해 조던이 계약서에서 풀려난 지난해 6월까지 경기에 나섰다. 요르단의 다른 신용은 CSI에서 출연하는 게스트로, 트레이스와 콜드케이스가 없는 범죄수사 등이다. 그런 그가 독립영화 블랙아웃에서 주연을 맡았고, 더앤에서 '어시스턴트'에 출연했다. 2008년 R&B 아티스트 즐거움P의 뮤직비디오 '너 잘못했다'에 조던이 출연해 2009년 고등학교 축구선수를 연기하며 현재 지역 갱단에 의해 사냥을 당하고 있는 '핫스팟'에서 버닝 통지에 게스트 1위를 차지했다. 그는 2010년 마이클 빅 인스트레이션 강아지 싸움 스캔들에 연루된 박스터로 법과 질서: 형사 인센트 에피소드 '인습사회'에서 손님들을 제창했다."
그레이 영화 350편이 있다,True,"영국 작가 EL 제임스의 50개 그림자 트로그를 바탕으로 3편의 에로틱 로맨틱 드라마 영화로 구성된 미국 영화 시리즈다. 유니버설 스튜디오와 스타 다코타 존슨과 제이미 미얀이 각각 아나스타시아 캐리어와 크리스티안 그레이를 주역으로 배포하고 있다. 샘 테일러-존슨은 첫 영화를 연출했고 당초 순서 감독으로 예정되었으나 이후 2, 3편은 제임스 포리가 연출한 바 있다."
늑대 개 같은 것이 있다,True,"늑대는 회색 늑대(캐니스 루푸스)와 함께 국내산 개(카니스 로푸스 익숙한 사람)를 짝지어 생산하거나 동부산 목재늑대(칸이스 리카온), 붉은 늑대 (카니스), 에티오피아 늑대 등과 어우러져 하이브리드를 만들어 내는 식으로 만든 원숭이다."
내 여권 카드를 시민권 증명으로 쓸 수 있다,True,"미국 여권카드는 미국 연방정부가 신용카드 규모로 발행한 제한된 여행 문서다. 국내 항공여행 등 국제여행이 아닌 목적으로 신분증으로 활용하는 경우가 많을 수 있다. 미국 여권서와 마찬가지로 여권카드는 미국 국무부가 전용으로 미국시민과 미국국민에게만 발급하고, 리얼ID법이 정한 신분증 기준에 준하며, 미 국적 증거로 활용할 수 있다. 이 여권 카드는 미국 내 국내 항공편으로 카드 소유자가 여행을 가능하게 하고 서구 반구 여행 이니셔티브(WHTI) 회원국 간 육상과 해상을 통해 미국으로 진출,출국할 수 있도록 했다. 다만 여권 카드는 국제 항공 여행에 사용할 수 없다."
단일 주에 위치한 포르토 리코,False,"푸에르토 리코('리치 포트'를 위한 스페인어)가 공식적으로 포르토리코(스페인: 에스파나도 리베르 아소시도 드 푸에르투 리코)의 공동주택에 불을 붙였다. '프리 아시아 푸에르토 리코')라고 불리는 포르투 리코는 플로리다주 마이애미 남동쪽 약 1,000마일(1,600㎞) 떨어진 북동쪽 카리브해에 위치한 미국의 비공개 영토다."
직무 경찰이 다른 주에서 총을 들고 다닐 수 있다,True,"법 시행관 안전법(LEOSA)은 2004년 제정된 미국 연방법으로, '적격 사법관'과 '적정 퇴직 또는 분리된 법관'이 특정 예외를 가지고 국가나 지방법에 관계없이 미국의 어떤 관할에서도 은폐된 화기를 휴대할 수 있도록 허용하고 있다."
은하 클러스터에 밀키 방식이 속한다,True,"바이러고 슈퍼클러스터(Virgo SC)나 로컬슈퍼클래스터(LSC,LS)는 바이러스터와 로컬 그룹이 함유된 은하의 대량 집중력으로 밀키웨이와 안드로메다 은하를 차례로 담고 있다. 최소 100여 개의 은하 그룹과 클러스터가 33메가파르검(1억1,000만 광년)의 지름 내에 위치해 있다. 바이러스 SC는 우주 우주에서 약 1,000만 개의 슈퍼클러스터 중 하나로 은하 필수품인 세터스 슈퍼 클래스터 콤플렉스에 있다."
어느 나라에서도 세계 컵을 뒤로 물리치게 하고 있다,True,마지막 휘슬이 불자 브라질은 펠레의 부재로 감린차와 아마릴도가 이끄는 3-1로 결승 3연속 2차 월드컵에서 체코슬로바키아를 꺾고 줄스 리메트 트로피를 유지했다.
배우자는 배우자에 대한 증언을 해야 한다,False,"두 종류의 특권은 배우자가 비난을 받거나 비난받는 것을 부추기는 정책을 바탕으로 하고 있다. 우주통신 특권이나 특권을 부여하는 것은 결혼 기간 동안 우주인 간의 기밀통신 내용을 무자비한 공개로부터 보호하는 특권 소통의 형태이며, 우주적 특권(특권 부여,배우자 무능,배우 면책)은 자신의 배"
세계에서 가장 큰 다리는 골든 게이트 다리다,False,"1964년까지만 해도 골든게이트 대교는 전 세계에서 가장 긴 정지 교량이 주축인 4,200피트(1,300m)에 달했다. 1964년 이후 주요 기간은 10개의 다리를 넘어섰으며 현재 미국에서는 베라자노-네이버 대교가 있는 후 두 번째로 긴 메인 스탠드를 갖고 있다. 출산부터 출산까지 골든게이트 대교의 총 길이는 8,981피트(2,737m)다."
해리 냄비에 걸려 있고 아직 저주받은 아이가 나가지 않았다,True,"해리 포터와 시드 차일드는 소니와 J.K. 롤링, 존 티파니의 원작 새로운 이야기를 바탕으로 잭 소니가 쓴 2부작 무대극이다. 극의 예고편은 2016년 6월 7일 런던 궁전극장에서 시작됐으며, 이날 공식 프리메이드는 206년 7월 30일 개막했다."
마술사 중 세 명의 시즌이 있다,True,2017년 4월 시리즈는 2018년 1월 10일 초연된 13회의 세 번째 시즌을 맞아 재개됐다. 2018년 2월에는 2019년 초연을 앞둔 13회 4회 시즌을 맞아 시리즈가 재개됐다.
금속 장비 단단한 5개의 유령 통증이 열리는 세상,True,"금속 기어 솔리드 V: 더 팬텀 스트레스는 고지마 프로덕션이 개발하고 고나미가 출판한 액션 스트리밍 게임이다. 2015년 9월 1일 마이크로소프트 윈도우, 플레이스테이션 3, Playstation 4, Xbox 360, 엑스박스 원을 대상으로 전 세계적으로 출시됐다. 고지마 히데오가 지난해 발표한 스탠다론 프로그램인 금속 기어 솔리드 V: 그라운드 저로즈에 이어 연출, 작성, 디자인한 시리즈 9번째 설치로 고나미에서의 마지막 작품이다."
실생활 속에서 해리 냄비 쌍둥이를 둔 쌍쌍둥이들,True,"제임스 앤드루스 펠프스와 올리버 존 펠프(태어난 1986년 2월 25일)는 해리 포터 영화 시리즈에서 동일한 쌍둥이, 프레드, 조지 웨이스리를 연기한 것으로 가장 잘 알려진 쌍둥"
일반적으로 바다 바닥은 대륙의 바위보다 젊다,True,"해안 확산은 화산 활동을 통해 새로운 해안 지각이 형성된 뒤 산등성이에서 점차 벗어나는 중원 지방에서 발생하는 과정이다. 접시 테크놀로지 이론에서 해풍이 확산되는 것은 대륙 표류에 도움이 된다. 바다판이 다양해지면 리스osphere에서 긴장 스트레스가 골절을 일으키는데, 바다 바닥 확산에 대한 동기부여는 일반적으로 기저귀 확산 활동이 중요하지만 마그마 압력보다는 테크닉 플레이트를 끌어당기는 것이다. 확산되는 센터에서 기저기 마그마가 골절을 일으켜 바다 바닥에 시원하게 생겨 새로운 해저를 형성하고 있다. 센터를 확산하는 데는 수온통이 일반적이다. 오래된 바위는 확산구역에서 멀리 떨어져 있는 곳에서 발견되고, 젊은 바위들은 확산지역에 가깝게 발견될 것으로 보인다. 추가로 확산되는 비율은 산등성이가 빠르고 중간, 느린 것인지를 판단한다. 일반적으로 빠른 신속도가 9㎝ 이상의 확산률을 보고 있다. 중간 기압은 4∼9㎝ 이하의 확산률을 보이고 있으며 기압이 확산되는 속도는 4㎝ 미만이다."
모든 제한된 기업이 기업집에 등록돼야 한다,True,"기업하우스는 영국의 기업 등록기관으로 영국 하나하우스 정부의 집행기관이자 거래기금이다. 비즈니스,에너지,산업전략부(BEIS)의 리메이트에 해당하며 공공데이터그룹 소속이기도 하다. 모든 형태의 기업(영국기업법)은 기업하우스에 편입,등록돼 현행 기업법 2006년에 의무적으로 구체적인 내용을 작성하고 있다. 자회사, 중소,중소기업 등 모든 등록 제한기업은 모두 공기록인 연간 회사 수익률 외에도 연례 재무제표를 제출해야 한다. 일부 등록기업(특정 조건을 만나는 경우)만이 이 요건에서 면제된다."
공원에서 술을 마시는 것은 불법이다,False,"공공에서 술을 마시는 것은 영국과 웨일스에서 합법적이며, 거리에서 공공주택에서 음료를 가져다 줄 수도 있다(이용자가 휴식 위험을 피하기 위해 플라스틱 유리를 요청하는 것이 선호하지만, 음료만 구입했기 때문에 유리 섭취는 테프트의 위법으로 여겨질 이와는 별도로 항공기와 대부분의 국가철도 서비스에서 음료를 마실 수 있으며, 보드에서 알코올을 구매하거나 자체적으로 소비하는 경우도 있다."
아쿠바의 천연 다리는 여전히 그곳에 있다,False,아르바 자연대교는 산호초에서 자연스럽게 형성된 아르바의 관광지였다. 2005년 9월 2일 무너졌다
넥서스 레인에서 내 넥서스카드를 사용할 수 있다,True,"멕시코 국경과 함께 넥스미스 회원국들은 미국으로 육상으로 진입할 때 시큐리티 전자망을 이용할 수 있지만 승인,등록된 차량(SENTRIY)에서 여행을 해야 하는데, CBP로부터 철저한 검사를 받는 프로그램에 회원들이 차량을 등록하도록 하는 반면 넥스 승인된 차량에 탑승했는지 여부와 상관없이 넥스미스 카드는 WHTI 준수 문건으로, 멕시코에서 미국으로 가는 어떤 표준 차선에서도 신분과 시민권 증거로 활용할 수 있다. 베이에스트리아인들은 산이시드로 국경 건너편에서 티주아나에서 미국으로 빠르게 진입할 수 있도록 전용 SENTRI 라인을 이용하면 된다."
비원우림 부근에는 강과 산지가 어떤 강이 있습니까?,True,"아마존강은 페루에 있는 마라온강의 주요 산책로로 안데스 산맥 서쪽에서 상승한다. 보통 세계에서 두 번째로 긴 강으로 꼽힌다. 다만 브라질 과학자 팀은 아마존이 세계에서 가장 긴 강이라고 주장해왔다. 대서양으로 흘러들어가기 전에 약 6,400㎞를 덮는다. 아마존과 그 사회주의자들이 최대 규모의 물을 형성한다. 아마존은 하천으로 옮겨온 전체 물의 약 20%를 차지하고 있다. 아마존 우림 중 일부는 소 집과 콩밭이 늘어나는 탓에 숲에 떨어지고 있다."
보너스 군대가 그들이 원하는 것을 얻었다,False,지난 7월 28일 미국 윌리엄 디 법무장관이 베테랑들에게 모든 정부 재산에서 철거를 지시했다. 워싱턴 경찰은 저항과 만나 총을 쏘고 베테랑 2명이 부상을 입고 이후 숨졌다. 이어 후버 대통령이 마르투갈 수용소를 해소하라고 육군에 지시했다. 도글라스 맥아더 육군참모총장은 6개 탱크가 지원하는 보병대와 기병대를 지휘했다. 아내와 자녀를 둔 보너스 육군 마루꾼들이 쫓겨나 쉼터와 소지품이 불에 탔다.
텍사스 내 기록에서 중범죄를 제거할 수 있다,True,일반적으로 텍사스 내 기록 봉쇄는 모든 판결 유예 조건을 성공적으로는 완료한 사람들에게 이용할 수 있다. 텍사스에서 범죄를 저지르기 위해서는 판결을 마치고 곧바로 기록을 봉쇄할 수 있다. 중죄를 위해서는 5년을 기다려야 기록을 봉쇄해야 한다
영국의 수도는 항상 런던이었다,False,"10세기 초반 영국, 덴마크, 노르웨이 사이의 개인적인 노조인 쿠너트대왕국 북해 제국의 일원이 되었던 포르투갈스탄(927∼939년)이 합류한 세르투산 왕국이다. 영국 1066년 잉글랜드의 노르만은 영국 수도 도시 및 왕실을 윈터스터에서 왕실로 옮기고, 런던 도시는 영국의 최대 규모이자 주요 상업 중심지로 빠르게 자리매김했다."
테일러 햄과 똑같은 돼지고기 롤,True,"돼지롤(지역적으로 테일러 햄)은 펜실베이니아와 메릴랜드 등 뉴욕, 트로피니아, 일부 지역에서 원산지와 공통으로 이용할 수 있는 돼지고기를 기반으로 한 가공육이다. 뉴저지주 해밀턴 스퀘어의 존 테일러가 1888년 개발해 '테일러 햄'으로 판매했다. 다른 생산자들은 시장에 진출했고 이후 식품 표시 규정은 테일러가 경쟁사와 함께 '일자리 롤'로 지정해야 했다."
다른 작품에서 적응된 시인들의 죽은 사회,False,"이 대본은 특히 테네시주 나슈빌의 몽고메 벨 아카데미에서 자신의 감동적인 선생님인 사무엘 스트라이크와 함께 경험을 바탕으로 톰 슐만이 작성했다. 병원에서 케이팅이 죽는 모습을 보여주는 원작 대본 속 장면은 피터 웨어 영화감독이 제거했다. 세인트 앤드루의 중도시 학교에서 촬영이 진행됐으며, 뉴캐슬, 트라이베르, 인근 윌밍턴 등에서는 1818년 현지에서 진행되었다."
http는 요청/반대 스타일의 소통을 사용하고 있다,True,"일반적으로 이런 패턴은 웹 서비스에서 접속이 전달되거나 시간이 만료될 때까지 접속을 열어두고 기다리는 HTTP를 통해 전화하는 것처럼 순수한 동시 패션으로 구현된다. 그러나 반응이 나중에 알려지지 않은 상태에서 돌아오는 등 반응 요청도 동시에 시행될 수 있다. 이는 종종 '아시스크 이상의 기능'이라고 불리는 경우가 많으며, 대응이 가능하기 전에 느린 집계, 시간집중적 기능, 인적 작업 흐름을 수행해야 하는 기업 적용통합(EAI) 시행에서 흔하다."
바둑으로 꼽히는 희생파리,False,공식 야구 규칙 9.02(a)(1) 이내에서 다루는 것처럼 타자에게는 타자가 득점으로 인정받지만 희생 플라이가 타자를 위한 타석으로는 한 번도 계산되지 않는다.
간풀은 전에 판매의 일부였던 적이 있었다,False,"리버풀의 역사는 이름의 다른 기원이 제시됐지만 풀장이나 흙탕물을 의미하는 '리버풀'로 알려졌을 때 1190으로 다시 추적할 수 있다. 리버풀은 1207년 왕실 전세에 의해 설립됐으나 잉글랜드와 웨일스와의 아일랜드, 해안 지역 교역이 아프리카, 서부 지역과의 교역으로 위축되기 전까지는 작은 합의를 이어갔다. 이 마을의 첫 습한 부두는 1715년에 문을 열었고 리버풀의 주요 도시가 되기 위한 확장은 향후 2세기 동안 이어졌다."
달러화로 인한 쿠웨이트 공룡,True,1975년 3월 18일부터 2003년 1월 4일까지 이 공룡은 가중통화 바구니로 묶여 있었다. 2003년 1월 5일부터 2007년 5월 20일까지 마진이 ±3.5%로 공룡 0.29963달러로 전환됐다. 중앙금리는 약 1KD = 3.53달러로 번역된다
서쪽 끝에 있는 아폴로리아 극장,True,아폴로카 극장은 런던 빅토리아 역 건너편 런던의 베트로나 지구 서쪽 엔드 극장이다. (극장 역시 오스트랄 브릿지 도로에 입구가 있다) 1930년 영화와 다채로운 극장으로 개막한 이 극장은 1981년 '음악의 소리'를 시작으로 1884년부터 2002년까지 장거리 스타라이트 익스프레스를 포함한 뮤지컬 극장의 장이 됐다. 극장은 현재 2018년 기준으로 12년 동안 장소에서 연주해온 뮤지컬 위크의 집이다.
여우와 여우에게 죽는다,False,곰이 사라지면서 오늘은 폭포 조성된 호수의 은행 근처에 지쳐 있는 구리가 다가오고 있다. 슬레이드가 나타나자 구리는 스레이드의 총격을 막기 위해 토드 앞에서 직접 포지션을 취하며 이사를 거부하고 있다. 슬레이드는 그의 총을 낮추고 구리와 함께 떠난다 오늘과 구리는 헤어지기 전에 마지막 미소를 공유한다 집에서는 강아지들이 쉬는 동안 간호사들이 건강을 되찾는다. 쉬기 전인 구리는 토드를 처음 만난 날을 기억하며 미소를 지었다. 언덕 위에서는 빅시가 슬레이드와 스트레이드의 집을 내려다보며 오늘에 합류한다.
집에서 NFL 팀이 슈퍼볼을 따냈다,False,"홈필드 저주가 슈퍼볼 호스트 팀에게 영향을 미친다. 아직까지 홈구장에서 슈퍼볼에 도달하지 못한 팀이 없다. 슈퍼볼스를 홈 장소에 두고 있는 4개 팀은 1994년 마이애미 돌핀스, 98년 미아미 돌펜스, 2016년 휴스턴스, '2017년 미네소타 빅킹스' 등 부문 플레이오프 자격을 갖추고 있다. 슈퍼볼 호스트 팀은 1966∼2011년(프로팀 없는 경기장에서 열린 6개 슈퍼볼을 제외하고)부터 11승 시즌, 4분기, 25패 시즌을 거뒀다. 수학적으로 우연히 많은 패배 이상의 시즌(500시즌 역시)이 발생할 확률이 7.69%에 달하는 것으로 나타났다. 다만 슈퍼볼 호스트 경기장은 자격이 있는 팀을 고려하지 않고 경기가 열리기 몇 년 전에 선정된다는 점에 주목해야 한다."
신경전환과 추가전환 모두에서 높은 점수를 받을 수 있다,True,"신경론에서 낮은 점수를 받는 개인은 더 정서적으로 안정적이고 스트레스에 덜 반응하는 경향이 있다. 그들은 차분하고 조금이라도 숙련되는 경향이 있고, 긴장감을 느끼거나 분노를 느낄 가능성이 적은 편이다. 마이너스 감정이 낮지만 반드시 긍정적인 감정에 높지는 않다. 긍정적인 감정의 점수가 높아지는 것은 일반적으로 추가 전환의 독립적인 성격의 요소다. 예를 들어 신경외과는 일종의 '감성롤러코스터'인 긍정적이고 부정적인 정서 양쪽의 높은 수준을 경험할 것이다."
자서전에 있는 작은 집,False,로라 잉글랜드 작품은 자서전적 소설이다 와일드는 자신의 이야기를 흥미롭게 유지하기 위해 한 번 이상의 기회에 참견하거나 진실을 굽혔다 그녀는 또 자신의 가족의 경험을 지지하고 정부의 조롱에 관여한 역사와 미국인들이 직면한 관련 비극에 대해서도 비판을 받고 있는 세상을 바라보는 시각을 제시했다. 그 땅은 미국 정부가 여전히 오사지의 영토로 인정받았을 때 그 땅을 가족에 의해 불법 점거하는 것을 포함한다.
호랑이 숲은 1년 만에 4개 전공을 모두 이긴 적이 있다,False,"보비 존스만이 그랜드 슬램을 완성한 적이 있다. 그랜드슬램의 현대 시대를 이룬 사람은 한 번도 없었다 타이거는 365일 만에 4대 이벤트 모두 연속 우승했지만 2개월 동안 우승(2000년, 2001년 마스터스 3개 행사 수상)이 확산됐다. 이 용어는 또 4대 챔피언십 수상자들이 맞붙은 전 투어 대회인 골프의 PGA 그랜드슬램(2014년 대회 이후 취소)을 말한다."
수산인들의 부두와 부두 39마리가 같다,True,"미국 서부에서 가장 버스가 많고 잘 알려진 관광지 중 하나인 수산인의 명소는 피에르 39호, 칸베리 쇼핑센터, 기라르드 스퀘어, 리플리의 믿거나 아니면 박물관, 뮤지엄 메카니크, 수산민족사학관, 샌프란시스코 해양역사공원 등이 있는 곳으로 최고로 유명하다."
아바는 미아를 위해 모든 노래를 썼다,True,"마미아! (벤니 안데르손 앤 브저른 울바에우스의 마미아!) 영국 극작가 캐서린 존슨이 작사한 주쿠박스 뮤지컬로, 밴드 출신 멤버 벤니 안데르손과 브존 울바에우스가 작곡한 ABBA의 노래를 바탕으로 한 작품이다. 뮤지컬 타이틀은 그룹의 1975년 차트 토퍼 '마마 미아'에서 따왔다. ABBA 원작 음악을 작곡한 울바에우스와 안데르손이 처음부터 방송 개발에 관여했다. 가수 아니프리드 린스타드가 제작에 재정적으로 관여해 왔고, 전 세계 프리미어 중 상당수에게도 출연해 왔다."
비행기 탑승을 위해 여권 카드를 사용할 수 있습니다,True,"미국 여권카드는 미국의 실질적인 국가 신분증과 미국 연방정부가 신용카드 규모로 발행한 제한된 여행 문서다. 미국 여권서와 마찬가지로 여권카드는 미국 국무부가 전용으로 미국시민과 미국국민에게만 발급하고, 리얼ID법이 정한 신분증 기준에 준하며, 미 국적 증거로 활용할 수 있다. 여권 카드의 주된 목적은 서구 반구 여행 이니셔티브(WHTI) 회원국 간 토지와 바다를 통해 미국 내 국내 항공편으로 카드주들이 여행할 수 있도록 하는 것이다. 다만 여권 카드는 국제 항공 여행에 사용할 수 없다."
슈퍼볼에서 마룬 5번 공연을 한 적이 있다,True,키스 도시와 마룬 5호가 임기 중 공연을 펼쳤다. 텍사스 크리스천대학교 호네드 마칭밴드도 프레임쇼 기간 동안 공연했다. 텍사스주 루이스빌의 캔디스 빌리스카(22)가 미국어로 국가 안테마와 '아름다운 아메리카'를 연주했다. 레아 미셸은 블루에서 공군탑이 지원하는 '미국 더 아름다움'을 선보였다. 팝 가수 크리스티나 아구일라가 국가 안테마를 불렀지만 곡 네 번째 라인을 위해 잘못된 가사를 선보여 이후 사과문을 발표했다.
바위 돔에 바위가 있다,True,"재단 스톤(Hebrue: Ha-Shitiya, Hebleya: Sakhrah ""Rock"")은 예루살렘의 돔 중심에 있는 바위의 이름이다. 소울의 우물로 알려진 바위 아래 동굴로 들어가는 동남쪽 구석에 작은 구멍이 있어 부두석으로도 알려져 있다. 클래식 유대인 소식통에서는 이것이 성도의 위치였는지, 아웃 알타르의 장소였는지에 대한 의견 차이가 있다. 이를 보유하고 있는 사람들에 따르면 이를 유대주의(탄후마, 10장)에서 가장 복합적인 부지로 만들 것이라고 한다."
돌 나이가 동년 시대 이전에 왔다,True,"이 제도는 우선 이를 채택한 영국 민족과학 연구자들에게 두뇌 유형을 바탕으로 영국의 과거 인종 순서를 정립하라고 호소했다. 첫 번째 맥락을 형성한 기니학적 민족학은 과학적 가치가 없지만 석기, 브론즈 시대, 아이언 시대의 상대적 연대학은 여전히 일반적인 국민적 맥락에서 사용되고 있으며, 3세는 유럽, 지중해, 인근 동양에 대한 사전 연대의 기초로 남아있다"
재암 라비의 아들이 틱틱하게 행동했다,True,"배우 니브타 페투라이가 2016년 9월 영화 출연진에 합류했다. 그녀는 무술에 대한 지식으로 선발되었다 그녀는 주취와 킥박스에서 훈련을 받는다 말레이시아와 싱가포르 드라마, 영화 등에서 주로 공연을 펼친 아론 기반의 배우 아지즈가 주역으로 선정돼 타밀 영화관 진출을 알렸다. 제이암 라비의 아들 아라비가 이 영화에서도 아들의 역할을 한다."
인베르토는 화재와 칼집의 소녀에게 죽는다,True,"이후 콘데사 아리나의 아버지 트리비오가 말피시오와의 동맹을 논의하고자 한다는 메시지에는 그룹 엘리사가 인비에르네를 정복하기 위해 만들어졌다는 내용이 담겨 있다. 그들은 그가 인비에른과 연대했다는 것을 발견하기 위해서만 그의 마을을 여행한다 그는 엘리사에게 캠프가 어디 있는지 알려달라고 요구하는 반면, 다른 사람은 모두 자신의 집에 갇혀 있다. 엘리사가 정보를 주지 않으면 버퍼토를 살해하고 나머지 당원들과 함께 엘리사를 세포에 투척한다. 알레잔드로 왕의 남자들이 모습을 드러내 엘리사와 나머지 사람들이 세포 밖으로 나왔다. 그들은 엘리사가 말피시오의 지도자로 왕에게 재소개되는 알레잔드로 왕궁으로 돌아가 호위하고 있다. 왕은 그것이 그녀라는 것을 발견하고 충격을 받고 있으며, 마침내 그녀가 여왕임을 발표한다. 궁궐에서는 엘리사가 고드스톤과 함께 모은 식물을 자신의 방에서 발견하지 못하고 있다. 그녀는 로사리오 왕자에게 그들을 찾아달라고 요청한다 며칠 뒤 인비에르네 군대가 조이아 다레나를 상대로 공격했다. 엘리사는 코스메에서 인비에르네 군대가 호송하는 궁궐을 향해 5명의 애니메이기가 향하고 있다는 메시지를 받는다. 군대가 궁궐의 방어를 뚫고 콘데사 아리나를 죽이고 왕을 심하게 다치게 한다. 엘리사의 간호사들은 엘리사와 왕자와 함께 빠르게 도망갈 계획이지만 애니메이기가 들어간다. 엘리사는 간호사들을 구하기 위해 하나님 스톤으로 발돋움하고, 그가 아리나의 방에서 발견한 로사리오 왕세자에게서 고드스톤을 얻으면서 자신이 만난 첫 애니메이션에서 훔친 펜던트에 네 개를 모두 더해 자신 이는 모든 애니메이기를 파괴하는 폭발을 일으킨다 왕은 상처로 죽고, 엘리사는 조이아의 여왕이 된다. 그녀는 하나님께서 자신을 위해 준비한 과제가 올 준비가 되어 있습니다."
우리 부회장은 백악관에 살고 있다,False,전망대 1위는 미국 부통령의 공식 거주지다.
골프에서 마이너스 점수를 받을 수 있다,True,"간단한 설명은 선수의 장애인이 홀에 한 번의 뇌졸중(9홀 장애물 9)을 준다고 가정한다. 주어진 날 장애인에게 뛰는 이 선수는 홀마다 보기를 평균한다. '투'를 하는 장애인이 기대되기 때문에 파4에서 보기 5를 기록할 때 보상이나 처벌이 없다. 이에 0(제로)이 기록된다. 더블 보기 6(9장애인 선수로부터 기대되는 것 중 하나가 마이너스 '-'의 페널티킥을 받을 것이다. '9핸드래퍼'보다 4(진짜, 신뢰도 높은 파)가 더 좋고, '+'도 더 많이 받을 것으로 예상된다. 다만 이 골퍼의 경우 6대 이상이 여전히 하나의 마이너스 '-'에 불과하다. 이와 마찬가지로 4대 이하가 단 한 가지 더 '+'만 벌어들인다. 라운드 막판에는 플러스와 마이너스가 결합되어 있다(미너스는 한 장 더 나올 수 있다). 선수가 두 개의 플러스로 마무리하면 '투업'이나 '플러스2'(+2)다. 반대는 '투 다운', '미너스 2','-2' 등 두 마이너스로 마무리하면 적용된다."
언덕이 하나로 뭉쳐 있는 것과 같은 젊고 자유로운 언덕이다.,True,"이 단체는 2012년 호주 시드니를 중심으로 힐송교회에 위치했다. 그들의 멤버들은 예배 지도자인 아오단 킹, 알렉산더 파파스, 타일러 오스카스, 레네 시프, 벤 탄, 멜로디 와그너스 등이다. 원조 단체인 힐송유나이티드(1998년 출범)는 힐송교회 청년부 일환으로 시작됐기 때문에 회원들이 모두 예쁘게 어렸을 때 진행되었다. 성숙하기 시작하면서 자신의 가족이 있고 성숙을 하기 위해 성숙해지면서 교회의 많은 사람들은 새로운 소리를 자극하는 젊은이들에게 메시지를 노릴 새 집단이 필요하다고 느꼈다."
석유 젤리와 같은 파라핀 왁스,True,"석유 젤리, 석유, 흰 석유통, 소프트파라핀, 파라핀 왁스, 다수 수소화탄, CAS 8009-03-8은 원래 치유 성격을 위해 최상의 연고로 홍보된 반솔리드 혼합물(탄소 번호가 주로 25개 이상)이다."
진짜 이야기를 바탕으로 한 그 영화 제지 소녀,False,"그 영화의 예산에는 에이프렉 1,000만 달러와 로페즈 400만불이 포함됐다 원작 대본 초안에서는 윌 스미스가 아닌 브루스 윌리스가 올리의 문제(이벤트 해결을 위한)의 원인이었다. 스미스는 빌 머레이와 조이 로렌 애덤스를 염두에 두고 대본 첫 50쪽을 썼다. 그 영화는 주로 뉴저지에 있는 오스트리아에서 촬영되었다 아카데미상 수상자인 빌모스 지몬드 사진감독은 스미스가 ""승무원들을 비참하게 만든 오래된 구두""라고 말한 바 있다. 뉴저지주 폴스보로는 총격 장소의 또 다른 역할을 했으며, 시립 건물인 클램 디거 바, 고등학교에서 그곳에서 총격을 당했다. 바울스보로 성 존 교회와 리틀리그 필드의 장면이 끊겼다. 교회 내 장면은 올리와 성도들 사이의 결혼을 보여주기 위해서였는데, 아프렉과 로페즈가 실생활에서 헤어진 직후 끊어졌고 그들의 장면이 재촬영되면서 기기리의 열악한 흥행 접대에 대한 우려로 인해 그"
